"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Feb 2016', 'Quantity')","('Feb 2016', 'FOB (Baht)')","('Jan - Feb 2016', 'Quantity')","('Jan - Feb 2016', 'FOB (Baht)')"
KH,CAMBODIA,529,180000,872,297000
CN,CHINA,16,1450,48,4350
HK,HONG KONG,100,15171,100,15171
IN,INDIA,48000,2115228,112000,4915979
JP,JAPAN,200,12323,266,22437
KE,KENYA,0,0,30000,2017186
LA,LAO PDR,0,0,7503,861790
MY,MALAYSIA,22,31593,104,146976
SG,SINGAPORE,0,0,4500,305265
TW,"TAIWAN, PROVINCE OF CHINA",0,0,16400,1250935
AE,UNITED ARAB EMIRATES,0,0,33,5057
GB,UNITED KINGDOM,0,0,232,35399
SUM,SUM,48867,2355765,172058,9877545
