"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('May 2012', 'Quantity')","('May 2012', 'FOB (Baht)')","('Jan - May 2012', 'Quantity')","('Jan - May 2012', 'FOB (Baht)')"
CN,CHINA,0,0,102000,4816023
DE,GERMANY,0,0,5000,801754
HK,HONG KONG,16000,1038163,33400,2213387
ID,INDONESIA,0,0,65000,3494784
JP,JAPAN,12000,586917,18850,940249
KE,KENYA,0,0,32500,971307
KR,"KOREA,REPUBLIC OF",0,0,50,4196
MY,MALAYSIA,0,0,30000,2122800
RU,RUSSIAN FEDERATION,0,0,1500,72573
SUM,SUM,28000,1625080,288300,15437073
