"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Mar 2016', 'Quantity')","('Mar 2016', 'FOB (Baht)')","('Jan - Mar 2016', 'Quantity')","('Jan - Mar 2016', 'FOB (Baht)')"
CN,CHINA,3375,173830,3475,181360
GH,GHANA,65000,1552072,65000,1552072
HK,HONG KONG,250,11533,26325,4315502
ID,INDONESIA,29000,1757067,61025,3752503
JP,JAPAN,15000,685241,15200,1027714
KR,"KOREA,REPUBLIC OF",0,0,1770,255313
LA,LAO PDR,0,0,6,2400
MY,MALAYSIA,0,0,1000,64304
PK,PAKISTAN,220,62104,220,62104
LK,SRI LANKA,0,0,16000,421726
VN,VIETNAM,87500,4363422,278000,13458250
SUM,SUM,200345,8605269,468021,25093248
