"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('May 2021', 'Quantity')","('May 2021', 'FOB (Baht)')","('Jan - May 2021', 'Quantity')","('Jan - May 2021', 'FOB (Baht)')"
AU,AUSTRALIA,6000,640913,6000,640913
CN,CHINA,3500,959506,12050,7025027
HK,HONG KONG,0,0,9350,717545
IN,INDIA,2000,268631,13000,1362154
ID,INDONESIA,0,0,45200,5328673
JP,JAPAN,181500,10250304,181500,10250304
KR,"KOREA,REPUBLIC OF",5000,791530,83000,9314403
LA,LAO PDR,0,0,11000,444000
MY,MALAYSIA,100,4403,100,4403
PK,PAKISTAN,500,27647,12300,663301
PH,PHILIPPINES,24150,1626908,120425,7109586
SG,SINGAPORE,5500,707478,11500,1439979
US,UNITED STATES,0,0,9800,521331
VN,VIETNAM,0,0,194000,10215135
SUM,SUM,228250,15277320,709225,55036754
