"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('May 2018', 'Quantity')","('May 2018', 'FOB (Baht)')","('Jan - May 2018', 'Quantity')","('Jan - May 2018', 'FOB (Baht)')"
AO,ANGOLA,174000,6436759,227100,8581916
AU,AUSTRALIA,1222850,49398917,5860150,238224370
BD,BANGLADESH,351500,13881862,1857000,73634781
BE,BELGIUM,0,0,416000,16100743
BR,BRAZIL,0,0,14200,697346
BN,BRUNEI DARUSSALAM,0,0,3500,147499
KH,CAMBODIA,403125,19182464,2528325,117924450
CM,CAMEROON,0,0,35000,1341916
CA,CANADA,276000,13214325,1011750,48775266
CL,CHILE,0,0,50,18785
CN,CHINA,26932518,1076624407,107327346,4342672955
CG,CONGO,14000,715195,14000,715195
CI,COTE D IVOIRE,13500,630252,839500,32634848
CU,CUBA,0,0,12000,687210
DJ,DJIBOUTI,141000,5474788,683500,27024998
FJ,FIJI,78000,4034645,397600,19329428
FI,FINLAND,0,0,48000,2208469
FR,FRANCE,0,0,264000,12431256
PF,FRENCH POLYNESIA,13500,627772,95000,4285616
GA,GABON,14000,622812,27500,1280366
DE,GERMANY,278000,13230262,1591200,76683926
GH,GHANA,0,0,1252000,47865539
IN,INDIA,292475,13779825,2080350,92728637
ID,INDONESIA,3519500,138814100,16211350,651218663
IE,IRELAND,0,0,70000,3021159
IL,ISRAEL,1228000,54673388,6586550,282677417
JP,JAPAN,1741801,68404216,8942976,356967656
KZ,KAZAKHSTAN,0,0,167500,6752048
KE,KENYA,28400,1415510,141975,7210731
KR,"KOREA,REPUBLIC OF",18525,1937325,86925,9134668
LA,LAO PDR,107000,3500093,595597,20757454
LV,LATVIA,0,0,30000,1328488
LT,LITHUANIA,0,0,72000,3645397
MG,MADAGASCAR,41000,1875038,136000,6372381
MY,MALAYSIA,4541350,183143548,14259850,584246222
ML,MALI,0,0,162000,7693802
MU,MAURITIUS,87975,4196134,413050,19970156
MX,MEXICO,0,0,6400,827208
MZ,MOZAMBIQUE,35000,1367924,206550,8671795
MM,MYANMAR,179500,7933229,947575,41343291
NP,NEPAL,0,0,49500,1870977
NL,NETHERLANDS,44500,2049949,258500,12516086
NC,NEW CALEDONIA,44500,1955550,93250,3978360
NZ,NEW ZEALAND,702675,30823556,2859860,129046377
NG,NIGERIA,32000,1294761,65000,2622396
PK,PAKISTAN,3000,152338,98525,4575449
PG,PAPUA NEW GUINEA,28400,1463624,217000,10509449
PH,PHILIPPINES,487500,19002294,2926925,117789256
PL,POLAND,35000,1464926,202500,8998779
PT,PORTUGAL,0,0,150000,5938094
QA,QATAR,0,0,25500,1160794
RE,REUNION,38975,1902833,172000,8357097
RU,RUSSIAN FEDERATION,134100,6201110,1534650,68262079
WS,SAMOA,0,0,26000,1385511
SA,SAUDI ARABIA,17500,710700,17500,710700
SN,SENEGAL,0,0,261400,10755250
SL,SIERRA LEONE,0,0,13500,654738
SG,SINGAPORE,0,0,213775,8813190
SI,SLOVENIA,0,0,198000,7917693
ZA,SOUTH AFRICA,452625,17207936,3385125,136815566
LK,SRI LANKA,69000,2768615,742000,29625275
SE,SWEDEN,22500,1120205,128650,6502830
SY,SYRIAN ARAB REPUBLIC,0,0,102000,4488318
TW,"TAIWAN, PROVINCE OF CHINA",36000,2791990,294275,17118971
TG,TOGO,0,0,1120000,42573750
TR,TÜRKIYE,28400,1455307,173050,8763932
UA,UKRAINE,174500,7196568,673975,28119269
AE,UNITED ARAB EMIRATES,158500,7057483,910050,38749400
GB,UNITED KINGDOM,0,0,35000,1466742
US,UNITED STATES,0,0,41100,1844481
VN,VIETNAM,5306405,206668802,20767605,817537214
SUM,SUM,49548599,1998403337,213377584,8717302074
