"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Apr 2015', 'Quantity')","('Apr 2015', 'FOB (Baht)')","('Jan - Apr 2015', 'Quantity')","('Jan - Apr 2015', 'FOB (Baht)')"
AU,AUSTRALIA,5000,437529,5000,437529
CN,CHINA,152050,8647113,819185,40527131
IN,INDIA,14350,1748082,91380,5019350
ID,INDONESIA,3400,333369,39700,3648851
JP,JAPAN,19800,1595364,28925,2019298
KE,KENYA,13000,422881,13000,422881
MY,MALAYSIA,2000,115449,18675,1684214
MM,MYANMAR,50,16,350,37240
NZ,NEW ZEALAND,0,0,20625,1469970
SG,SINGAPORE,0,0,6000,416548
LK,SRI LANKA,0,0,11,32
TW,"TAIWAN, PROVINCE OF CHINA",1500,217839,1500,217839
VN,VIETNAM,8800,727877,12300,1034251
SUM,SUM,219950,14245519,1056651,56935134
