"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Nov 2012', 'Quantity')","('Nov 2012', 'FOB (Baht)')","('Jan - Nov 2012', 'Quantity')","('Jan - Nov 2012', 'FOB (Baht)')"
CN,CHINA,0,0,118000,5835215
DE,GERMANY,0,0,5000,801754
HK,HONG KONG,0,0,81400,5388663
ID,INDONESIA,16000,1189005,129100,8357483
JP,JAPAN,8275,269201,27225,1216777
KE,KENYA,0,0,32500,971307
KR,"KOREA,REPUBLIC OF",0,0,60,4251
MY,MALAYSIA,0,0,30000,2122800
RU,RUSSIAN FEDERATION,0,0,1500,72573
SUM,SUM,24275,1458206,424785,24770823
