"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jul 2013', 'Quantity')","('Jul 2013', 'FOB (Baht)')","('Jan - Jul 2013', 'Quantity')","('Jan - Jul 2013', 'FOB (Baht)')"
BD,BANGLADESH,0,0,7200,397144
HK,HONG KONG,1300,83484,3948,264679
IN,INDIA,4600,323307,21400,1311231
ID,INDONESIA,368200,16212061,2606475,111860834
JP,JAPAN,700,48550,15060,953046
KR,"KOREA,REPUBLIC OF",0,0,50,6625
MY,MALAYSIA,0,0,100800,7688932
PK,PAKISTAN,0,0,4000,256574
TW,"TAIWAN, PROVINCE OF CHINA",0,0,203,1467
US,UNITED STATES,1005,138912,2010,272787
VN,VIETNAM,0,0,200,17125
SUM,SUM,375805,16806314,2761346,123030444
