"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jul 2019', 'Quantity')","('Jul 2019', 'FOB (Baht)')","('Jan - Jul 2019', 'Quantity')","('Jan - Jul 2019', 'FOB (Baht)')"
AU,AUSTRALIA,624570,25455342,5637970,235449802
BD,BANGLADESH,20,1135,1678745,62326468
BE,BELGIUM,138600,7541128,2406600,133283788
BT,BHUTAN,0,0,321750,11442059
CN,CHINA,33943235,1366824912,196859054,8819727684
EC,ECUADOR,0,0,24750,1042102
FJ,FIJI,0,0,10000,391353
DE,GERMANY,0,0,20,1220
HK,HONG KONG,42500,2807920,186150,12432310
IN,INDIA,661300,31702267,8655250,401755060
ID,INDONESIA,5181981,199532968,35382711,1396676622
JP,JAPAN,4295925,188525354,48123990,2048470998
KR,"KOREA,REPUBLIC OF",860300,43708980,4401395,235149131
MY,MALAYSIA,665315,26433866,6850397,284149858
MU,MAURITIUS,0,0,32500,1213653
MM,MYANMAR,0,0,78000,3922144
NP,NEPAL,0,0,78100,3457732
NL,NETHERLANDS,0,0,300,17513
NZ,NEW ZEALAND,512810,19776389,2826155,115550418
PK,PAKISTAN,36150,1778959,560200,23659154
PG,PAPUA NEW GUINEA,0,0,16000,569181
PH,PHILIPPINES,524800,18741664,7215300,260503496
PT,PORTUGAL,0,0,50000,1778688
RE,REUNION,0,0,2000,74172
RU,RUSSIAN FEDERATION,0,0,413000,15210149
SG,SINGAPORE,411250,24853447,1314650,81706991
ZA,SOUTH AFRICA,0,0,45500,1806442
ES,SPAIN,0,0,1375,45323
LK,SRI LANKA,74250,2728726,612750,23720014
CH,SWITZERLAND,0,0,80,4593
TW,"TAIWAN, PROVINCE OF CHINA",678652,25868323,5156984,220152085
UA,UKRAINE,0,0,2000,72713
US,UNITED STATES,0,0,395275,32840969
VN,VIETNAM,883025,47012858,4501310,246277679
SUM,SUM,49534683,2033294238,333840261,14674881564
