"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jan 2018', 'Quantity')","('Jan 2018', 'FOB (Baht)')","('Jan - Jan 2018', 'Quantity')","('Jan - Jan 2018', 'FOB (Baht)')"
AR,ARGENTINA,750,56117,750,56117
AT,AUSTRIA,4173,365317,4173,365317
BD,BANGLADESH,897500,36152628,897500,36152628
BE,BELGIUM,188000,17664576,188000,17664576
BR,BRAZIL,42000,2048938,42000,2048938
KH,CAMBODIA,304150,12169438,304150,12169438
CA,CANADA,300,12660,300,12660
CN,CHINA,6434672,206652846,6434672,206652846
FJ,FIJI,16000,440171,16000,440171
DE,GERMANY,300,12484,300,12484
HT,HAITI,16500,665451,16500,665451
HK,HONG KONG,1579275,62693392,1579275,62693392
IN,INDIA,737300,25356583,737300,25356583
ID,INDONESIA,9937225,396961834,9937225,396961834
JP,JAPAN,1179941,50481377,1179941,50481377
KR,"KOREA,REPUBLIC OF",150725,3444106,150725,3444106
LA,LAO PDR,115100,3910571,115100,3910571
MY,MALAYSIA,1601150,64187311,1601150,64187311
MU,MAURITIUS,49500,2122218,49500,2122218
MX,MEXICO,48000,1767144,48000,1767144
MZ,MOZAMBIQUE,742500,28681728,742500,28681728
MM,MYANMAR,974000,37839234,974000,37839234
NZ,NEW ZEALAND,17000,684915,17000,684915
PK,PAKISTAN,41600,2233869,41600,2233869
PH,PHILIPPINES,1542000,61438138,1542000,61438138
PT,PORTUGAL,50,2224,50,2224
RU,RUSSIAN FEDERATION,25,1047,25,1047
SG,SINGAPORE,34325,1425852,34325,1425852
ZA,SOUTH AFRICA,57000,6281838,57000,6281838
LK,SRI LANKA,54650,3630973,54650,3630973
CH,SWITZERLAND,3295,88164,3295,88164
SY,SYRIAN ARAB REPUBLIC,51000,2062280,51000,2062280
TW,"TAIWAN, PROVINCE OF CHINA",8075,242905,8075,242905
US,UNITED STATES,72550,4536893,72550,4536893
VN,VIETNAM,10987545,426922966,10987545,426922966
SUM,SUM,37888176,1463238188,37888176,1463238188
