"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('May 2018', 'Quantity')","('May 2018', 'FOB (Baht)')","('Jan - May 2018', 'Quantity')","('Jan - May 2018', 'FOB (Baht)')"
AU,AUSTRALIA,0,0,1000,38127
CN,CHINA,1371064,32392296,4210704,102410940
CI,COTE D IVOIRE,0,0,11500,871076
KR,"KOREA,REPUBLIC OF",200,22063,449,49019
LA,LAO PDR,5000,222733,11050,511264
SG,SINGAPORE,300,14772,300,14772
LK,SRI LANKA,0,0,25,1128
VN,VIETNAM,1000,84084,1000,84084
SUM,SUM,1377564,32735948,4236028,103980410
