"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Sept 2014', 'Quantity')","('Sept 2014', 'FOB (Baht)')","('Jan - Sept 2014', 'Quantity')","('Jan - Sept 2014', 'FOB (Baht)')"
AU,AUSTRALIA,0,0,27000,673278
KH,CAMBODIA,30000,1548956,429975,21736670
CN,CHINA,20000,1563209,60000,4570408
HK,HONG KONG,0,0,160,21861
IN,INDIA,16000,567633,136000,4416530
ID,INDONESIA,0,0,93050,5724698
JP,JAPAN,1000,73139,66401,3669866
MY,MALAYSIA,0,0,59078,3901253
MM,MYANMAR,0,0,49500,1737379
NZ,NEW ZEALAND,0,0,36000,1216383
PK,PAKISTAN,0,0,15000,653657
PH,PHILIPPINES,0,0,1004,79260
SE,SWEDEN,0,0,26000,1341239
US,UNITED STATES,0,0,1600,82789
SUM,SUM,67000,3752937,1000768,49825271
