"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Dec 2017', 'Quantity')","('Dec 2017', 'FOB (Baht)')","('Jan - Dec 2017', 'Quantity')","('Jan - Dec 2017', 'FOB (Baht)')"
AU,AUSTRALIA,0,0,200,14396
KH,CAMBODIA,0,0,500,26500
CN,CHINA,179932,4116856,263608,5858208
ID,INDONESIA,0,0,100,6602
JP,JAPAN,0,0,52803,4341001
KR,"KOREA,REPUBLIC OF",0,0,190,16225
LA,LAO PDR,0,0,16500,764576
LK,SRI LANKA,0,0,225,5911
TW,"TAIWAN, PROVINCE OF CHINA",0,0,20000,1588286
VN,VIETNAM,0,0,1100,103206
SUM,SUM,179932,4116856,355226,12724911
