"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Aug 2014', 'Quantity')","('Aug 2014', 'FOB (Baht)')","('Jan - Aug 2014', 'Quantity')","('Jan - Aug 2014', 'FOB (Baht)')"
AT,AUSTRIA,7,348,7,348
CN,CHINA,0,0,344500,9517309
FR,FRANCE,0,0,5,326
DE,GERMANY,0,0,169,3745
HK,HONG KONG,231,19571,602,37464
IN,INDIA,51500,1339168,292550,8553668
ID,INDONESIA,0,0,9400,755938
MM,MYANMAR,0,0,500,7200
PH,PHILIPPINES,125,10212,18350,572339
SG,SINGAPORE,1,63,5,848
VU,VANUATU,0,0,101,31500
SUM,SUM,51864,1369362,666189,19480685
