"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('May 2017', 'Quantity')","('May 2017', 'FOB (Baht)')","('Jan - May 2017', 'Quantity')","('Jan - May 2017', 'FOB (Baht)')"
DZ,ALGERIA,0,0,24750,1164600
AO,ANGOLA,0,0,165000,7822747
AU,AUSTRALIA,707790,32120929,2709890,125059808
AT,AUSTRIA,5500,239104,5500,239104
BD,BANGLADESH,487500,22297145,1350250,61712421
BE,BELGIUM,375,0,750,18039
BJ,BENIN,0,0,10500,451888
BR,BRAZIL,0,0,148000,6606614
BN,BRUNEI DARUSSALAM,18000,861180,28000,1335954
KH,CAMBODIA,173000,7966107,882680,40362856
CM,CAMEROON,0,0,88500,4091921
CL,CHILE,78750,3506089,265500,12101637
CN,CHINA,7042102,311109624,23999862,1105420734
CO,COLOMBIA,0,0,33000,1531459
CG,CONGO,198000,9115275,198000,9115275
CI,COTE D IVOIRE,198000,8890207,348000,16052080
CZ,CZECH REPUBLIC,0,0,2750,131108
DJ,DJIBOUTI,286000,12961218,818000,36792028
EC,ECUADOR,0,0,36000,1641991
EG,EGYPT,0,0,90000,3961967
ET,ETHIOPIA,34000,1240605,34000,1240605
FJ,FIJI,72000,3240979,147000,6707286
PF,FRENCH POLYNESIA,9000,405123,77100,3588477
GE,GEORGIA,0,0,16500,718248
DE,GERMANY,1000,35600,1000,35600
GH,GHANA,16500,751166,190500,9020158
GN,GUINEA,0,0,33000,1548090
HK,HONG KONG,538500,21821558,2506582,112459498
IN,INDIA,4134750,184743034,6206200,281388637
ID,INDONESIA,2050250,97650269,7066450,340450680
IL,ISRAEL,0,0,6000,337532
IT,ITALY,0,0,67,27106
JP,JAPAN,1557325,69792895,5224752,234813188
KZ,KAZAKHSTAN,34000,1495683,119000,5457152
KR,"KOREA,REPUBLIC OF",576000,26143657,2627500,119441983
LA,LAO PDR,303504,13545820,2066451,97537787
MY,MALAYSIA,445397,21327038,2506170,119518455
MU,MAURITIUS,37000,1708618,119500,5688791
MZ,MOZAMBIQUE,17250,808030,255250,10836945
MM,MYANMAR,474800,21597207,2864478,131073675
NC,NEW CALEDONIA,18000,822523,93100,4322869
NZ,NEW ZEALAND,182000,8355768,875500,40975853
NG,NIGERIA,0,0,209000,9556859
PK,PAKISTAN,0,0,36000,1677445
PG,PAPUA NEW GUINEA,72000,3283954,335000,15874323
PE,PERU,0,0,66000,3039611
PH,PHILIPPINES,359000,16958293,2857350,136319559
PL,POLAND,0,0,54000,2279250
PT,PORTUGAL,150000,6104132,1425000,60154162
RE,REUNION,17000,795685,82000,4010368
RU,RUSSIAN FEDERATION,0,0,100,6553
SN,SENEGAL,16500,751166,16500,751166
SG,SINGAPORE,102000,4991434,203650,10442177
ZA,SOUTH AFRICA,0,0,120500,5890463
LK,SRI LANKA,81750,3842688,189899,9001826
SE,SWEDEN,0,0,5250,257847
TW,"TAIWAN, PROVINCE OF CHINA",981450,42686218,4983738,232037023
TZ,TANZANIA UNITED REPUBLIC OF,0,0,17250,861706
TG,TOGO,0,0,69000,3290754
UG,UGANDA,0,0,800,38374
UA,UKRAINE,33000,1431231,148500,6307224
AE,UNITED ARAB EMIRATES,54000,2301837,777000,34178913
US,UNITED STATES,5,136,93000,4502076
UY,URUGUAY,0,0,14000,684298
VN,VIETNAM,2676232,123889359,12273812,576861462
YE,YEMEN,1000,44672,1000,44672
SUM,SUM,24240230,1091633256,88219381,4080870957
