"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jun 2018', 'Quantity')","('Jun 2018', 'FOB (Baht)')","('Jan - Jun 2018', 'Quantity')","('Jan - Jun 2018', 'FOB (Baht)')"
IN,INDIA,10000,1201799,33450,4004285
JP,JAPAN,250,144192,1029,558147
MM,MYANMAR,27000,405000,27000,405000
PH,PHILIPPINES,0,0,45,16
SUM,SUM,37250,1750991,61524,4967448
