"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jul 2015', 'Quantity')","('Jul 2015', 'FOB (Baht)')","('Jan - Jul 2015', 'Quantity')","('Jan - Jul 2015', 'FOB (Baht)')"
AU,AUSTRALIA,382750,29179658,1700570,127040336
AT,AUSTRIA,0,0,560,240782
BD,BANGLADESH,138600,8921614,1386500,85626293
BE,BELGIUM,19800,1341238,990050,65611691
KH,CAMBODIA,14000,863432,65500,3404670
CN,CHINA,9330168,597422923,79026777,4916849759
CO,COLOMBIA,0,0,200,21612
EG,EGYPT,0,0,36000,2743255
ET,ETHIOPIA,85000,2528790,404000,12283961
GA,GABON,0,0,50000,1565806
DE,GERMANY,99000,6648810,158450,10478529
GW,GUINEA-BISSAU,16200,549648,16200,549648
HK,HONG KONG,79333,5050011,1026068,61355649
IN,INDIA,1696955,90342562,9912193,526332225
ID,INDONESIA,248115,15401908,2404363,159079669
IR,IRAN (ISLAMIC REPUBLIC OF),0,0,750,93978
IE,IRELAND,0,0,875,179801
IT,ITALY,0,0,3500,157713
JP,JAPAN,4902237,292709510,18860327,1101722816
KE,KENYA,0,0,45000,1505251
KR,"KOREA,REPUBLIC OF",2233425,162003029,12790313,903154290
LA,LAO PDR,0,0,120000,3062400
MG,MADAGASCAR,32000,1123164,32000,1123164
MY,MALAYSIA,101603,7396481,1123928,79501182
MU,MAURITIUS,34500,939897,68500,1830828
MM,MYANMAR,0,0,1250,25000
NZ,NEW ZEALAND,40900,3241483,202200,15773112
PK,PAKISTAN,0,0,118300,7467157
PH,PHILIPPINES,60200,4455010,5400250,240965307
PL,POLAND,0,0,675,35880
SA,SAUDI ARABIA,0,0,1355,87504
SG,SINGAPORE,262976,19010207,1452691,101815076
ES,SPAIN,0,0,2250,730
LK,SRI LANKA,19800,1345621,127025,5389267
TW,"TAIWAN, PROVINCE OF CHINA",528450,36278572,2979260,191349642
TZ,TANZANIA UNITED REPUBLIC OF,51000,1747422,357000,11958592
GB,UNITED KINGDOM,0,0,0,1054
US,UNITED STATES,20001,1336371,238826,19427843
VN,VIETNAM,546200,40658823,3402810,244862177
SUM,SUM,20943213,1330496184,144506516,8904673649
