"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Aug 2017', 'Quantity')","('Aug 2017', 'FOB (Baht)')","('Jan - Aug 2017', 'Quantity')","('Jan - Aug 2017', 'FOB (Baht)')"
AU,AUSTRALIA,592130,23668329,3686990,147679769
AZ,AZERBAIJAN,0,0,24000,941184
BD,BANGLADESH,187000,7643466,1988400,80960480
BR,BRAZIL,17000,613628,377000,14927703
KH,CAMBODIA,9000,464837,249175,13086688
CN,CHINA,3513525,142953514,27112425,1133603854
CI,COTE D IVOIRE,0,0,34000,1553989
EG,EGYPT,0,0,17000,673934
ET,ETHIOPIA,0,0,51000,2308705
HK,HONG KONG,14671,966059,33296,1796316
IN,INDIA,694000,26403940,8016025,297825314
ID,INDONESIA,1449500,59629132,12627825,553894945
IL,ISRAEL,72000,2983717,473000,20610554
IT,ITALY,0,0,25,1611
JP,JAPAN,90500,5348935,1173100,60240655
KE,KENYA,34000,1369850,102000,4179670
KR,"KOREA,REPUBLIC OF",12050,544968,24225,1125274
LA,LAO PDR,0,0,131000,5495431
MY,MALAYSIA,187000,7924486,1753300,76197844
MM,MYANMAR,0,0,230275,9701340
NL,NETHERLANDS,5700,220619,5700,220619
NZ,NEW ZEALAND,15000,588100,618480,27717683
NG,NIGERIA,72000,2590694,190750,6929496
OM,OMAN,0,0,204000,7830359
PK,PAKISTAN,3350,323028,318050,20124319
PH,PHILIPPINES,991000,38837711,4396275,176511073
SG,SINGAPORE,17000,623362,129000,5250017
ZA,SOUTH AFRICA,725,64760,5725,538243
LK,SRI LANKA,51000,2009881,170000,7017014
TW,"TAIWAN, PROVINCE OF CHINA",31950,1511589,369800,14719420
TZ,TANZANIA UNITED REPUBLIC OF,16500,665326,123500,5199585
TR,TÜRKIYE,3000,250578,311300,11869530
AE,UNITED ARAB EMIRATES,0,0,102000,4028942
US,UNITED STATES,125,15661,125,15661
VN,VIETNAM,1028500,40592002,4961175,192514668
ZM,ZAMBIA,0,0,34000,1411761
SUM,SUM,9108226,368808172,70043941,2908703650
