"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jun 2022', 'Quantity')","('Jun 2022', 'FOB (Baht)')","('Jan - Jun 2022', 'Quantity')","('Jan - Jun 2022', 'FOB (Baht)')"
HK,HONG KONG,79,20032,439,159283
ID,INDONESIA,100,25332,2000,273731
LA,LAO PDR,7,7000,7,7000
MY,MALAYSIA,0,0,60,22379
PH,PHILIPPINES,26825,1620291,205900,12717231
SG,SINGAPORE,0,0,477,654382
SUM,SUM,27011,1672655,208883,13834006
