"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jun 2018', 'Quantity')","('Jun 2018', 'FOB (Baht)')","('Jan - Jun 2018', 'Quantity')","('Jan - Jun 2018', 'FOB (Baht)')"
AU,AUSTRALIA,0,0,1000,38127
CN,CHINA,1204723,27876726,5415427,130287666
CI,COTE D IVOIRE,0,0,11500,871076
JP,JAPAN,8800,794185,8800,794185
KR,"KOREA,REPUBLIC OF",0,0,449,49019
LA,LAO PDR,7000,317539,18050,828803
SG,SINGAPORE,0,0,300,14772
LK,SRI LANKA,0,0,25,1128
VN,VIETNAM,2200,202276,3200,286360
SUM,SUM,1222723,29190726,5458751,133171136
