"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Apr 2018', 'Quantity')","('Apr 2018', 'FOB (Baht)')","('Jan - Apr 2018', 'Quantity')","('Jan - Apr 2018', 'FOB (Baht)')"
AU,AUSTRALIA,849800,39307170,3576800,166125221
BD,BANGLADESH,514800,20606076,1366200,54422149
BE,BELGIUM,705800,40754108,1329850,75845747
BT,BHUTAN,0,0,99000,3654052
CN,CHINA,27541910,1233381967,109091560,5052788826
DE,GERMANY,0,0,117000,6448239
HK,HONG KONG,69300,3259386,243950,14485293
IN,INDIA,4188500,166914783,19366100,807704917
ID,INDONESIA,4990780,209346851,20563280,876754975
IT,ITALY,11000,613665,11000,613665
JP,JAPAN,5576475,269232579,24747975,1217301686
KZ,KAZAKHSTAN,31000,1285547,31000,1285547
KR,"KOREA,REPUBLIC OF",960520,51500356,2758020,153924027
MY,MALAYSIA,980350,41871910,4461247,200353949
MM,MYANMAR,49500,1639119,321750,11377079
NP,NEPAL,24750,921497,297000,11139798
NZ,NEW ZEALAND,484515,22702768,1794295,84664109
PK,PAKISTAN,50875,2024956,647725,27870020
PH,PHILIPPINES,495000,19394817,4100375,166627295
SG,SINGAPORE,148500,8115111,771275,45604039
LK,SRI LANKA,123750,5161896,536250,22705176
TW,"TAIWAN, PROVINCE OF CHINA",882075,40149287,2761850,129459076
US,UNITED STATES,36750,3145004,166500,14595136
VN,VIETNAM,582400,32226641,3120400,170776999
SUM,SUM,49298350,2213555494,202280402,9316527020
