"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('May 2016', 'Quantity')","('May 2016', 'FOB (Baht)')","('Jan - May 2016', 'Quantity')","('Jan - May 2016', 'FOB (Baht)')"
ID,INDONESIA,0,0,1800,153583
VN,VIETNAM,0,0,4500,572545
SUM,SUM,0,0,6300,726128
