"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jun 2016', 'Quantity')","('Jun 2016', 'FOB (Baht)')","('Jan - Jun 2016', 'Quantity')","('Jan - Jun 2016', 'FOB (Baht)')"
AU,AUSTRALIA,31000,1638707,173250,9151872
BD,BANGLADESH,663000,31387670,3009000,144806282
BN,BRUNEI DARUSSALAM,0,0,300,1346
KH,CAMBODIA,0,0,2640,195409
CN,CHINA,5726000,274951245,32329725,1578794829
IN,INDIA,1918000,90419018,10275000,494951414
ID,INDONESIA,12000,603231,607000,31036563
JP,JAPAN,0,0,12000,687760
KR,"KOREA,REPUBLIC OF",0,0,51000,2502420
LA,LAO PDR,0,0,80,183076
MY,MALAYSIA,17000,837585,34250,1715771
PK,PAKISTAN,153000,7429229,288000,14004222
PH,PHILIPPINES,17000,839001,121750,6249912
SA,SAUDI ARABIA,0,0,24000,1265538
LK,SRI LANKA,51000,2505321,187000,9208064
TW,"TAIWAN, PROVINCE OF CHINA",0,0,48000,2293990
TR,TÜRKIYE,0,0,51000,2476987
US,UNITED STATES,0,0,266000,13896962
VN,VIETNAM,32000,1594456,637000,31815940
SUM,SUM,8620000,412205463,48116995,2345238357
