"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Apr 2014', 'Quantity')","('Apr 2014', 'FOB (Baht)')","('Jan - Apr 2014', 'Quantity')","('Jan - Apr 2014', 'FOB (Baht)')"
DZ,ALGERIA,361500,21247673,713000,42137048
AO,ANGOLA,0,0,252800,13937594
AU,AUSTRALIA,867100,45765518,2113200,114201636
BD,BANGLADESH,143600,7236386,791600,39650958
BE,BELGIUM,272000,14242784,1297025,66803631
BJ,BENIN,0,0,17600,939330
BR,BRAZIL,264000,13421682,2696600,132327141
BN,BRUNEI DARUSSALAM,0,0,2000,104904
BG,BULGARIA,0,0,34500,1770765
KH,CAMBODIA,338625,19055725,1431625,78768250
CN,CHINA,12599725,623615903,51167505,2602927752
CI,COTE D IVOIRE,234000,11212313,1656000,81496021
DK,DENMARK,0,0,85000,4284929
DJ,DJIBOUTI,0,0,108000,5343732
EC,ECUADOR,0,0,105000,5536435
FJ,FIJI,18200,1225615,59400,3640670
FI,FINLAND,196000,11157283,536000,30457234
FR,FRANCE,0,0,758000,40923054
PF,FRENCH POLYNESIA,40500,2332770,85500,4857536
GA,GABON,0,0,14200,864334
GM,GAMBIA,0,0,14000,829270
DE,GERMANY,96000,5555556,715000,42216291
GH,GHANA,126000,6038953,1386000,67752820
GR,GREECE,24000,949944,287975,16512189
IN,INDIA,856500,42881983,3493275,176142176
ID,INDONESIA,4324925,222971625,23572045,1216801287
IL,ISRAEL,1847149,96000039,3045149,168157222
JM,JAMAICA,0,0,25500,1513950
JP,JAPAN,821675,42363799,3475100,183256964
KE,KENYA,17600,918298,204500,11393185
KR,"KOREA,REPUBLIC OF",0,0,1000,53874
LA,LAO PDR,3000,154364,101000,5272219
LV,LATVIA,56800,3386969,56800,3386969
LR,LIBERIA,26900,1546013,26900,1546013
LY,LIBYAN ARAB JAMAHIRIYA,0,0,176800,10663556
LT,LITHUANIA,17500,909385,70200,3743208
MG,MADAGASCAR,13500,765868,71500,4044398
MY,MALAYSIA,1097150,57167675,3424150,180541517
MV,MALDIVES,17600,913553,35200,1822024
ML,MALI,54000,3029575,108000,6094434
MU,MAURITIUS,59200,3130120,222600,12265595
MZ,MOZAMBIQUE,17600,940034,272400,14607711
MM,MYANMAR,67500,3815195,109375,6673568
NL,NETHERLANDS,0,0,113500,6631440
NC,NEW CALEDONIA,13500,774705,63000,3405916
NZ,NEW ZEALAND,98500,5225439,1079900,61922895
OM,OMAN,0,0,211200,11054390
PK,PAKISTAN,88000,4522563,228800,11821698
PG,PAPUA NEW GUINEA,9000,452993,74800,4689768
PE,PERU,85000,4358421,85000,4358421
PH,PHILIPPINES,536500,27689367,1417225,74091951
PL,POLAND,67500,3853331,710675,40598804
PT,PORTUGAL,366000,18236118,751500,37948155
RE,REUNION,27000,1540906,147000,8456180
RO,ROMANIA,0,0,192000,10612842
RU,RUSSIAN FEDERATION,302700,15416214,983700,51881221
SN,SENEGAL,31500,1601907,99000,5409129
SL,SIERRA LEONE,0,0,27000,1549440
SG,SINGAPORE,0,0,17875,1005410
SI,SLOVENIA,34500,1681464,82500,4530655
SB,SOLOMON ISLANDS,0,0,2500,127380
ZA,SOUTH AFRICA,285600,15041147,587870,31079523
ES,SPAIN,0,0,146250,7594825
LK,SRI LANKA,146800,7773893,436900,22914455
SD,SUDAN,70400,3715124,278600,15715615
SE,SWEDEN,0,0,336000,19108792
TW,"TAIWAN, PROVINCE OF CHINA",200,9028,130075,6934771
TZ,TANZANIA UNITED REPUBLIC OF,70400,3615229,334400,17417640
TG,TOGO,126000,6062036,846000,41611789
TR,TÜRKIYE,409800,22215645,933600,50952067
UA,UKRAINE,235600,12821683,865200,46857837
AE,UNITED ARAB EMIRATES,290000,15021689,1521500,78297316
GB,UNITED KINGDOM,0,0,24375,1335243
VN,VIETNAM,1375850,70227084,4525335,233034022
SUM,SUM,29550199,1505808586,122072304,6319212984
