"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Nov 2013', 'Quantity')","('Nov 2013', 'FOB (Baht)')","('Jan - Nov 2013', 'Quantity')","('Jan - Nov 2013', 'FOB (Baht)')"
AU,AUSTRALIA,0,0,3908,371460
KH,CAMBODIA,162920,34787500,974329,203405850
CA,CANADA,0,0,3306,108242
CN,CHINA,7,517,107047,1979333
CY,CYPRUS,0,0,2,8345
DK,DENMARK,0,0,0,31
EG,EGYPT,0,154,0,154
FR,FRANCE,0,0,333,50662
DE,GERMANY,0,0,278,42554
GH,GHANA,0,0,1,29
GR,GREECE,0,0,1,244
HK,HONG KONG,0,0,6336,819338
IN,INDIA,0,92,0,121
ID,INDONESIA,0,0,35075,1245956
IR,IRAN (ISLAMIC REPUBLIC OF),0,0,0,155
IL,ISRAEL,0,0,0,30
IT,ITALY,0,0,47,1669
JP,JAPAN,332,50570,64410,8152553
KE,KENYA,0,0,29250,1840114
KR,"KOREA,REPUBLIC OF",0,0,47,4350
LA,LAO PDR,490,60000,2229,135800
LT,LITHUANIA,0,0,0,203
MY,MALAYSIA,1000,110140,15251,1706673
MM,MYANMAR,1,8400,205,33000
NC,NEW CALEDONIA,0,0,0,158
NG,NIGERIA,0,0,30000,1921513
NO,NORWAY,0,0,108,16435
PK,PAKISTAN,200,3086,5650,599897
PH,PHILIPPINES,0,308,640,84696
SA,SAUDI ARABIA,0,0,1,619
SG,SINGAPORE,13400,807030,53127,4079046
LK,SRI LANKA,16500,1002979,66775,3979488
CH,SWITZERLAND,0,0,0,981
TW,"TAIWAN, PROVINCE OF CHINA",0,0,34,4558
AE,UNITED ARAB EMIRATES,0,0,0,174
GB,UNITED KINGDOM,0,0,16,3604
US,UNITED STATES,4,6955,55,80300
VN,VIETNAM,0,0,19233,1672886
ZW,ZIMBABWE,0,0,150,2953
SUM,SUM,194854,36837731,1417844,232354174
