"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jun 2017', 'Quantity')","('Jun 2017', 'FOB (Baht)')","('Jan - Jun 2017', 'Quantity')","('Jan - Jun 2017', 'FOB (Baht)')"
ID,INDONESIA,2000,239541,36975,4444402
MY,MALAYSIA,11500,1011335,11500,1011335
PH,PHILIPPINES,37200,2183905,157070,9545068
SUM,SUM,50700,3434781,205545,15000805
