"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('May 2016', 'Quantity')","('May 2016', 'FOB (Baht)')","('Jan - May 2016', 'Quantity')","('Jan - May 2016', 'FOB (Baht)')"
JP,JAPAN,0,47,1000,48665
MY,MALAYSIA,28000,1616400,98000,5903240
MM,MYANMAR,0,0,2,5890
VN,VIETNAM,1000,204850,3050,734597
SUM,SUM,29000,1821297,102052,6692392
