"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Aug 2018', 'Quantity')","('Aug 2018', 'FOB (Baht)')","('Jan - Aug 2018', 'Quantity')","('Jan - Aug 2018', 'FOB (Baht)')"
AU,AUSTRALIA,1484250,71630262,7759830,363309439
BD,BANGLADESH,170750,7072828,1915450,76666912
BE,BELGIUM,0,0,1944450,102834524
BT,BHUTAN,0,0,148500,5471114
CN,CHINA,29802895,1494157989,213167455,10116854442
CO,COLOMBIA,0,0,74250,3105412
DJ,DJIBOUTI,162500,7034526,290500,12399365
FJ,FIJI,0,0,16500,704635
DE,GERMANY,5500,317645,122540,6777993
GH,GHANA,0,0,49500,2112403
HK,HONG KONG,24980,289676,368580,21671605
IN,INDIA,1844550,90813936,29389525,1247531673
ID,INDONESIA,6343820,276469604,43067200,1843874376
IR,IRAN (ISLAMIC REPUBLIC OF),108000,8031883,156000,11434767
IT,ITALY,11000,562237,22000,1175902
JP,JAPAN,8219825,391269889,56027875,2673753969
KZ,KAZAKHSTAN,0,0,31000,1285547
KR,"KOREA,REPUBLIC OF",603150,36253026,7506920,418330558
MY,MALAYSIA,1159395,55522326,10244302,463138326
MM,MYANMAR,16500,629844,470250,16383345
NP,NEPAL,19800,1188175,391050,15053566
NZ,NEW ZEALAND,743480,34599651,4225245,198212937
NG,NIGERIA,82500,3441287,313500,12842303
PK,PAKISTAN,47250,2301477,1036975,44622534
PG,PAPUA NEW GUINEA,0,0,16000,705492
PH,PHILIPPINES,935500,39135288,7060125,287911449
RE,REUNION,0,0,3500,150213
RU,RUSSIAN FEDERATION,82000,3626164,441500,18816727
SG,SINGAPORE,32725,1758531,1225525,74012724
ZA,SOUTH AFRICA,82500,3495529,161000,6781248
ES,SPAIN,50,17294,150,35099
LK,SRI LANKA,66000,2841850,981750,41416848
TW,"TAIWAN, PROVINCE OF CHINA",730550,36347174,5929359,282006180
UA,UKRAINE,1000,43404,32500,1389584
US,UNITED STATES,95500,8561890,445000,36910200
VN,VIETNAM,726700,45455250,5685950,321362401
SUM,SUM,53602670,2622868635,400721756,18731045812
