"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jun 2017', 'Quantity')","('Jun 2017', 'FOB (Baht)')","('Jan - Jun 2017', 'Quantity')","('Jan - Jun 2017', 'FOB (Baht)')"
BE,BELGIUM,0,0,91,11978
CN,CHINA,0,0,5066,514715
DK,DENMARK,0,0,33,5057
HK,HONG KONG,16,644,193,159737
IN,INDIA,32000,1435279,690750,32279809
ID,INDONESIA,22,29966,25468,1814442
IT,ITALY,0,0,99,15171
JP,JAPAN,149,20228,2669,586102
KR,"KOREA,REPUBLIC OF",0,0,186,25285
LA,LAO PDR,324,9400,50590,7206946
MY,MALAYSIA,0,0,60,79797
MM,MYANMAR,1325,100000,1325,100000
NG,NIGERIA,15000,974403,15000,974403
SG,SINGAPORE,526,50163,13026,908602
LK,SRI LANKA,20000,1054949,21100,1126835
CH,SWITZERLAND,112,15171,112,15171
TW,"TAIWAN, PROVINCE OF CHINA",149,30342,149,30342
AE,UNITED ARAB EMIRATES,0,0,33,5057
VN,VIETNAM,0,955,17,109107
SUM,SUM,69623,3721500,825967,45968556
