"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Dec 2017', 'Quantity')","('Dec 2017', 'FOB (Baht)')","('Jan - Dec 2017', 'Quantity')","('Jan - Dec 2017', 'FOB (Baht)')"
AT,AUSTRIA,0,0,650,22782
BD,BANGLADESH,9000,448787,60750,2624696
BN,BRUNEI DARUSSALAM,0,0,35000,1475919
CN,CHINA,0,0,10925,2911752
FR,FRANCE,0,0,48,14467
IN,INDIA,0,0,7200,443947
ID,INDONESIA,295000,13241507,5166800,235844159
JP,JAPAN,900,35518,7225,481036
KR,"KOREA,REPUBLIC OF",0,0,31750,1235368
LA,LAO PDR,0,0,293000,11791254
MY,MALAYSIA,0,0,8031,529025
NO,NORWAY,0,0,400,19999
PK,PAKISTAN,1000,76075,34975,3264268
TW,"TAIWAN, PROVINCE OF CHINA",200,45603,1200,211136
TR,TÜRKIYE,0,0,9000,689218
AE,UNITED ARAB EMIRATES,0,0,100,3941
US,UNITED STATES,2775,220489,10575,851217
VN,VIETNAM,0,0,26150,2403256
SUM,SUM,308875,14067979,5703779,264817440
