"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Oct 2014', 'Quantity')","('Oct 2014', 'FOB (Baht)')","('Jan - Oct 2014', 'Quantity')","('Jan - Oct 2014', 'FOB (Baht)')"
CN,CHINA,0,0,7675,386049
IN,INDIA,0,0,2050,157516
ID,INDONESIA,0,0,271666,20650069
JP,JAPAN,306,33206,2056,273789
MY,MALAYSIA,0,0,168000,11994567
NL,NETHERLANDS,0,0,105,30770
ZA,SOUTH AFRICA,0,0,18775,1571525
LK,SRI LANKA,0,0,0,4770
TW,"TAIWAN, PROVINCE OF CHINA",0,0,500,3225
VN,VIETNAM,500,227884,2695,807029
SUM,SUM,806,261090,473522,35879309
