"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Feb 2023', 'Quantity')","('Feb 2023', 'FOB (Baht)')","('Jan - Feb 2023', 'Quantity')","('Jan - Feb 2023', 'FOB (Baht)')"
AU,AUSTRALIA,963450,35392577,2104060,78773640
BD,BANGLADESH,780500,29974592,1358500,52199830
KH,CAMBODIA,207000,7338708,478400,16947426
CA,CANADA,48000,1824637,96000,3666793
CN,CHINA,7404095,273843327,15862592,602387530
DJ,DJIBOUTI,437750,15640536,437750,15640536
FJ,FIJI,124500,5056576,292050,11921945
PF,FRENCH POLYNESIA,17500,610986,34500,1216394
DE,GERMANY,72000,2474613,147100,6364473
HK,HONG KONG,178500,6493884,178500,6493884
IN,INDIA,1838176,66987733,4141251,152832770
ID,INDONESIA,6747000,237230694,15088625,542247225
JP,JAPAN,1086456,49123962,2575881,117299076
KZ,KAZAKHSTAN,51000,1941450,51000,1941450
KR,"KOREA,REPUBLIC OF",272250,10191223,723750,28798789
LA,LAO PDR,578000,21898074,1229000,47433852
LT,LITHUANIA,184500,6708173,300500,10954088
MY,MALAYSIA,892810,34653144,1545550,60219582
MU,MAURITIUS,16500,718794,63500,2706066
MM,MYANMAR,1534150,53767022,4383806,156922314
NP,NEPAL,34575,1083035,34575,1083035
NL,NETHERLANDS,0,0,72000,3659418
NZ,NEW ZEALAND,45500,1774533,225560,10547381
PH,PHILIPPINES,1374750,49987798,4255325,152371550
PT,PORTUGAL,771500,27559281,1418038,50585627
RE,REUNION,0,0,43000,1870161
RU,RUSSIAN FEDERATION,25000,917702,30000,1092306
SG,SINGAPORE,0,0,101850,4029905
ZA,SOUTH AFRICA,17000,700716,17000,700716
LK,SRI LANKA,6000,306390,21000,859732
TW,"TAIWAN, PROVINCE OF CHINA",594500,21323095,2417150,90650245
TZ,TANZANIA UNITED REPUBLIC OF,25000,946253,25000,946253
TR,TÜRKIYE,0,0,250000,9162375
AE,UNITED ARAB EMIRATES,200,7440,200,7440
US,UNITED STATES,43000,2118953,43000,2118953
VN,VIETNAM,3802016,131248493,9216216,325352583
SUM,SUM,30173178,1099844394,69262229,2572005343
