"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jul 2020', 'Quantity')","('Jul 2020', 'FOB (Baht)')","('Jan - Jul 2020', 'Quantity')","('Jan - Jul 2020', 'FOB (Baht)')"
CA,CANADA,800,20205,800,20205
CN,CHINA,62690,1377806,155690,7677984
IN,INDIA,21000,2096223,159000,18373802
ID,INDONESIA,22800,998405,291750,13929776
JP,JAPAN,0,0,3000,147096
KE,KENYA,16500,337192,16500,337192
KR,"KOREA,REPUBLIC OF",2000,207495,4000,420771
MY,MALAYSIA,0,0,1500,189584
MX,MEXICO,0,0,49500,2159696
TW,"TAIWAN, PROVINCE OF CHINA",0,0,49759,967407
VN,VIETNAM,16000,471450,96900,3281557
SUM,SUM,141790,5508776,828399,47505070
