"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Nov 2021', 'Quantity')","('Nov 2021', 'FOB (Baht)')","('Jan - Nov 2021', 'Quantity')","('Jan - Nov 2021', 'FOB (Baht)')"
CN,CHINA,2600,145172,348314,12396402
HK,HONG KONG,1550,250469,75550,3484001
IN,INDIA,61500,5504918,832225,99227269
ID,INDONESIA,16000,854985,502425,29317168
KR,"KOREA,REPUBLIC OF",1000,116855,11000,1131130
MY,MALAYSIA,1100,149815,1100,149815
MX,MEXICO,0,0,99000,5796759
PK,PAKISTAN,0,0,1450,77635
PH,PHILIPPINES,0,0,205,58674
VN,VIETNAM,11975,1505752,108150,5561176
SUM,SUM,95725,8527966,1979419,157200029
