"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jun 2020', 'Quantity')","('Jun 2020', 'FOB (Baht)')","('Jan - Jun 2020', 'Quantity')","('Jan - Jun 2020', 'FOB (Baht)')"
IN,INDIA,0,0,12000,1357672
JP,JAPAN,0,0,1680,997134
MM,MYANMAR,16000,230000,52000,957500
SG,SINGAPORE,0,0,180,52418
VN,VIETNAM,0,0,50,15262
SUM,SUM,16000,230000,65910,3379986
