"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Dec 2021', 'Quantity')","('Dec 2021', 'FOB (Baht)')","('Jan - Dec 2021', 'Quantity')","('Jan - Dec 2021', 'FOB (Baht)')"
AO,ANGOLA,32000,1436044,81500,4037674
AU,AUSTRALIA,656460,32505355,7818030,358645764
BD,BANGLADESH,151500,7371511,1146375,54677152
BE,BELGIUM,0,0,429300,18972185
BR,BRAZIL,0,0,250000,9941085
KH,CAMBODIA,25500,1156156,50250,2367966
CN,CHINA,33686145,1760248903,446897487,23162342724
CO,COLOMBIA,0,0,650000,26426521
DK,DENMARK,0,0,500,85016
DJ,DJIBOUTI,0,0,49500,1504905
DO,DOMINICAN REPUBLIC,0,0,25000,770242
EC,ECUADOR,0,0,375000,15172904
EG,EGYPT,0,0,25,2050
FJ,FIJI,0,0,114500,4948745
FR,FRANCE,99000,4330080,99000,4330080
PF,FRENCH POLYNESIA,0,0,7500,314961
DE,GERMANY,0,0,20,1455
GH,GHANA,0,0,145500,5174234
HK,HONG KONG,134160,3256323,399480,14958687
IN,INDIA,1953500,118278832,23544725,1185386331
ID,INDONESIA,9862865,471726579,78050365,3467027771
IT,ITALY,0,0,100,2653
JP,JAPAN,5873850,302837471,69944335,3303064858
KZ,KAZAKHSTAN,0,0,126750,5357683
KR,"KOREA,REPUBLIC OF",180400,12696819,6125750,392813379
MY,MALAYSIA,2011600,92817902,13439880,612974883
MU,MAURITIUS,0,0,72500,2684056
MM,MYANMAR,102000,4683319,1015000,42738927
NL,NETHERLANDS,0,0,21,660
NZ,NEW ZEALAND,357000,18076157,4997855,245317884
PK,PAKISTAN,47250,2943629,805400,38036361
PE,PERU,0,0,250000,9144671
PH,PHILIPPINES,1278300,57989398,11832425,501032883
PT,PORTUGAL,115500,5126880,1433000,54664859
RE,REUNION,0,0,39250,1768291
RU,RUSSIAN FEDERATION,0,0,235000,10255341
SG,SINGAPORE,21400,1515718,3262400,186754111
ZA,SOUTH AFRICA,0,0,33000,1342034
ES,SPAIN,0,0,132075,5097853
LK,SRI LANKA,51000,2572051,183250,8155665
CH,SWITZERLAND,0,0,225,15377
TW,"TAIWAN, PROVINCE OF CHINA",546200,28097679,10547576,508120633
TR,TÜRKIYE,0,0,504500,19244460
UA,UKRAINE,15500,730867,59000,2747955
US,UNITED STATES,87003,7084012,499762,35965879
VN,VIETNAM,1227450,75865721,15720300,839561761
SUM,SUM,58515583,3013347406,701393411,35163951569
