"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jun 2022', 'Quantity')","('Jun 2022', 'FOB (Baht)')","('Jan - Jun 2022', 'Quantity')","('Jan - Jun 2022', 'FOB (Baht)')"
DK,DENMARK,0,0,24,2010
FR,FRANCE,0,0,3,249
IN,INDIA,0,0,11,888
PH,PHILIPPINES,0,0,1,42
GB,UNITED KINGDOM,2,170,63,5150
US,UNITED STATES,0,0,7,576
SUM,SUM,2,170,109,8915
