"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Apr 2022', 'Quantity')","('Apr 2022', 'FOB (Baht)')","('Jan - Apr 2022', 'Quantity')","('Jan - Apr 2022', 'FOB (Baht)')"
AU,AUSTRALIA,0,0,54750,1891157
BD,BANGLADESH,0,0,884000,36943793
BR,BRAZIL,60000,3175614,435000,23028987
KH,CAMBODIA,17850,882766,456200,20008776
CN,CHINA,2146364,22709190,8527260,135382474
FJ,FIJI,32000,1227947,32000,1227947
DE,GERMANY,0,0,3000,493760
GH,GHANA,0,0,68000,3434502
HK,HONG KONG,300,32483,48300,2052401
IN,INDIA,577659,29302051,3545244,176445817
ID,INDONESIA,26000,1032264,8598990,377467070
JP,JAPAN,2891,345290,1001520,46471288
KR,"KOREA,REPUBLIC OF",54,5217,207280,3587959
LA,LAO PDR,27500,2869863,168050,11207087
MY,MALAYSIA,11477,1272760,496351,23304353
MX,MEXICO,0,0,36000,1682897
MM,MYANMAR,434375,22297764,4090490,183451500
NZ,NEW ZEALAND,0,0,15000,769664
NG,NIGERIA,0,0,17000,752828
PK,PAKISTAN,29500,1041306,113200,4647790
PH,PHILIPPINES,141,45020,1587836,68611489
PT,PORTUGAL,0,0,51000,2083886
QA,QATAR,0,0,102000,4689954
SG,SINGAPORE,0,0,93515,4320843
SI,SLOVENIA,0,0,185130,8539996
ZA,SOUTH AFRICA,10000,597200,84000,4508138
LK,SRI LANKA,2975,928577,57075,4156605
TW,"TAIWAN, PROVINCE OF CHINA",1600,318692,27380,2707517
TR,TÜRKIYE,0,0,35800,2233483
GB,UNITED KINGDOM,49976,2742014,99892,5117785
US,UNITED STATES,541,7897,541,7897
VN,VIETNAM,97300,6425538,3325650,138457905
SUM,SUM,3528503,97259453,34447454,1299687548
