"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Mar 2013', 'Quantity')","('Mar 2013', 'FOB (Baht)')","('Jan - Mar 2013', 'Quantity')","('Jan - Mar 2013', 'FOB (Baht)')"
AU,AUSTRALIA,274300,17837183,676100,43336172
BD,BANGLADESH,0,0,257400,12881667
BE,BELGIUM,0,0,1,37
CN,CHINA,9225875,499845617,31442543,1653670322
DK,DENMARK,1500,297758,1500,297758
HK,HONG KONG,196966,10805030,615899,31599905
IN,INDIA,1138975,62363824,2878426,154572183
ID,INDONESIA,641100,35727957,2559190,129294864
JP,JAPAN,1981147,125207594,6269647,390273582
KR,"KOREA,REPUBLIC OF",1909200,109119218,4954600,277570538
LA,LAO PDR,71000,1831500,219800,5829500
MY,MALAYSIA,1884100,92286369,5598750,262752390
MM,MYANMAR,1730,45900,3135,123100
NZ,NEW ZEALAND,48400,3310669,87235,6083330
PK,PAKISTAN,14300,829059,23100,1282581
PH,PHILIPPINES,1081800,51266215,2866550,129420032
SG,SINGAPORE,266201,15654001,631411,37620705
ES,SPAIN,0,0,39600,2008812
LK,SRI LANKA,19800,1142615,39600,2243232
TW,"TAIWAN, PROVINCE OF CHINA",410600,22201793,1054225,55969698
TN,TUNISIA,1,5629,1,5629
US,UNITED STATES,3,138600,3,138600
VN,VIETNAM,355500,21392064,764680,45103577
SUM,SUM,19522498,1071308595,60983396,3242078214
