"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Oct 2012', 'Quantity')","('Oct 2012', 'FOB (Baht)')","('Jan - Oct 2012', 'Quantity')","('Jan - Oct 2012', 'FOB (Baht)')"
AU,AUSTRALIA,6500,953703,96925,7513559
BD,BANGLADESH,0,0,5000,745148
CN,CHINA,300,24236,38345,3437263
EG,EGYPT,0,0,3000,229433
ET,ETHIOPIA,0,0,32000,884457
HK,HONG KONG,0,0,2060,124562
IN,INDIA,21400,2171847,135865,11307562
ID,INDONESIA,400,36397,1980,221283
JP,JAPAN,1200,85347,21909,1924595
KR,"KOREA,REPUBLIC OF",0,0,21580,1388098
MY,MALAYSIA,60,14077,22605,1581416
MM,MYANMAR,0,0,600,79152
NZ,NEW ZEALAND,0,0,12750,1657791
PH,PHILIPPINES,26200,2745713,210650,10719037
LK,SRI LANKA,0,0,2200,178994
TW,"TAIWAN, PROVINCE OF CHINA",0,0,30925,1111051
AE,UNITED ARAB EMIRATES,25000,2068680,25000,2068680
US,UNITED STATES,0,0,0,31
VN,VIETNAM,0,0,8120,639555
SUM,SUM,81060,8100000,671514,45811667
