"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jan 2020', 'Quantity')","('Jan 2020', 'FOB (Baht)')","('Jan - Jan 2020', 'Quantity')","('Jan - Jan 2020', 'FOB (Baht)')"
AR,ARGENTINA,86050,5309778,86050,5309778
AU,AUSTRALIA,2204,1010248,2204,1010248
BD,BANGLADESH,187000,6280253,187000,6280253
BR,BRAZIL,54000,3162922,54000,3162922
KH,CAMBODIA,157085,5552222,157085,5552222
CN,CHINA,4349622,60969389,4349622,60969389
DJ,DJIBOUTI,252000,1885896,252000,1885896
FJ,FIJI,16000,404720,16000,404720
PF,FRENCH POLYNESIA,15000,471475,15000,471475
DE,GERMANY,74,1985,74,1985
HK,HONG KONG,24200,1075863,24200,1075863
IN,INDIA,1096972,41202498,1096972,41202498
ID,INDONESIA,4532565,142914147,4532565,142914147
JP,JAPAN,769139,24805563,769139,24805563
KE,KENYA,50000,1216854,50000,1216854
KR,"KOREA,REPUBLIC OF",1600,76636,1600,76636
LA,LAO PDR,17000,651425,17000,651425
MY,MALAYSIA,355001,13143385,355001,13143385
MM,MYANMAR,141500,4495151,141500,4495151
PK,PAKISTAN,68750,2840229,68750,2840229
PH,PHILIPPINES,329562,13907631,329562,13907631
PL,POLAND,137880,2806648,137880,2806648
RO,ROMANIA,12000,752144,12000,752144
SG,SINGAPORE,42500,1421210,42500,1421210
ZA,SOUTH AFRICA,93850,5774670,93850,5774670
LK,SRI LANKA,62250,4955125,62250,4955125
CH,SWITZERLAND,27,41,27,41
TW,"TAIWAN, PROVINCE OF CHINA",2200,188894,2200,188894
TZ,TANZANIA UNITED REPUBLIC OF,81250,1694129,81250,1694129
US,UNITED STATES,170000,18698790,170000,18698790
VN,VIETNAM,415350,15177163,415350,15177163
SUM,SUM,13522631,382847084,13522631,382847084
