"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('May 2022', 'Quantity')","('May 2022', 'FOB (Baht)')","('Jan - May 2022', 'Quantity')","('Jan - May 2022', 'FOB (Baht)')"
HK,HONG KONG,53,50483,98,102430
SG,SINGAPORE,27,49893,320,484548
SUM,SUM,80,100376,418,586978
