"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Mar 2020', 'Quantity')","('Mar 2020', 'FOB (Baht)')","('Jan - Mar 2020', 'Quantity')","('Jan - Mar 2020', 'FOB (Baht)')"
AO,ANGOLA,0,0,212000,4846183
AU,AUSTRALIA,45000,1002680,170000,3975434
BD,BANGLADESH,49500,3601803,74250,5487293
BE,BELGIUM,96000,9180065,309600,29528809
KH,CAMBODIA,27384,4183572,54791,8334376
CN,CHINA,454425,8906912,571485,17868498
EG,EGYPT,0,0,75,2262
HK,HONG KONG,400,14011,616,36658
IN,INDIA,530485,33650806,1782690,118236595
ID,INDONESIA,287800,22336559,765930,56007361
JP,JAPAN,12020,1107308,79852,6462265
KR,"KOREA,REPUBLIC OF",0,0,12000,905563
LA,LAO PDR,300,81074,507,140423
MG,MADAGASCAR,66000,1589742,330000,7784574
MY,MALAYSIA,37950,3799248,102420,9746293
MU,MAURITIUS,16500,357437,16500,357437
MX,MEXICO,16000,857680,16000,857680
MM,MYANMAR,81,17013,27201,681831
NL,NETHERLANDS,0,0,100,6808
PK,PAKISTAN,0,0,2775,522948
PH,PHILIPPINES,36500,2762286,106322,7855972
SA,SAUDI ARABIA,132800,7945123,254400,15339837
SG,SINGAPORE,0,0,5050,1135888
ZA,SOUTH AFRICA,1500,132898,20450,297761
LK,SRI LANKA,86,17048,196,38856
TW,"TAIWAN, PROVINCE OF CHINA",46002,4176288,134227,12804239
TG,TOGO,16250,362079,16250,362079
AE,UNITED ARAB EMIRATES,60000,1358569,90000,2011150
US,UNITED STATES,36000,1849060,56000,2827331
VN,VIETNAM,29100,2512463,60821,5039575
SUM,SUM,1998083,111801724,5272508,319501979
