"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Aug 2022', 'Quantity')","('Aug 2022', 'FOB (Baht)')","('Jan - Aug 2022', 'Quantity')","('Jan - Aug 2022', 'FOB (Baht)')"
AU,AUSTRALIA,0,0,56750,2009160
BD,BANGLADESH,33000,1040171,933500,38484712
BR,BRAZIL,139000,8761197,924000,51694472
KH,CAMBODIA,3055,490488,468805,21828660
CA,CANADA,514,2318,514,2318
CN,CHINA,1756768,31838848,16247365,253225977
CO,COLOMBIA,0,0,100,34418
ET,ETHIOPIA,0,0,31675,1033519
FJ,FIJI,32000,1155286,64000,2383233
DE,GERMANY,0,0,3000,493760
GH,GHANA,0,0,68000,3434502
HK,HONG KONG,400,15564,50253,2222483
IN,INDIA,645060,39593792,7104965,360406671
ID,INDONESIA,15123,1448426,8759634,388031401
IT,ITALY,0,0,10,877
JP,JAPAN,2467,395184,1030583,50720523
KE,KENYA,0,0,43450,721975
KR,"KOREA,REPUBLIC OF",37170,192467,333708,4292145
LA,LAO PDR,108000,7574882,380900,27008120
MY,MALAYSIA,22051,2567739,691434,35816620
MX,MEXICO,95975,4158643,252875,12649827
MM,MYANMAR,491875,21244458,5952240,268809089
NZ,NEW ZEALAND,0,0,15000,769664
NG,NIGERIA,0,0,17000,752828
PK,PAKISTAN,2500,223795,141525,6934391
PH,PHILIPPINES,8525,1343365,1637369,73854443
PT,PORTUGAL,0,0,51000,2083886
QA,QATAR,0,0,102000,4689954
SG,SINGAPORE,0,0,93618,4350613
SI,SLOVENIA,69230,3999543,254360,12539539
ZA,SOUTH AFRICA,28000,2951616,230000,14214456
LK,SRI LANKA,350,127175,57425,4283780
TW,"TAIWAN, PROVINCE OF CHINA",15300,1482288,106180,9669215
TR,TÜRKIYE,0,0,35800,2233483
AE,UNITED ARAB EMIRATES,0,0,32375,1050904
GB,UNITED KINGDOM,0,0,149106,8159973
US,UNITED STATES,12,1758,16553,1873905
VN,VIETNAM,178975,10464617,4214800,188591677
SUM,SUM,3685350,141073620,50551872,1861357173
