"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Mar 2019', 'Quantity')","('Mar 2019', 'FOB (Baht)')","('Jan - Mar 2019', 'Quantity')","('Jan - Mar 2019', 'FOB (Baht)')"
BD,BANGLADESH,34000,1546066,629000,29915146
BE,BELGIUM,300,1018966,300,1018966
CN,CHINA,7529233,355671226,23715933,1139482605
IN,INDIA,904000,41958798,2801500,131403733
ID,INDONESIA,107394,5328294,311394,15176469
JP,JAPAN,0,0,12000,712380
LA,LAO PDR,0,0,18,41810
MY,MALAYSIA,5540,806526,24590,1723258
PK,PAKISTAN,0,0,50000,2420659
PH,PHILIPPINES,0,0,12500,965278
SG,SINGAPORE,0,0,15000,757409
LK,SRI LANKA,17000,789737,17000,789737
TW,"TAIWAN, PROVINCE OF CHINA",0,0,1000,58364
AE,UNITED ARAB EMIRATES,0,0,150,75416
US,UNITED STATES,19000,910997,49000,2419313
VN,VIETNAM,15000,717971,178195,8572535
SUM,SUM,8631467,408748581,27817580,1335533078
