"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Apr 2014', 'Quantity')","('Apr 2014', 'FOB (Baht)')","('Jan - Apr 2014', 'Quantity')","('Jan - Apr 2014', 'FOB (Baht)')"
AU,AUSTRALIA,0,0,398,60684
BD,BANGLADESH,0,0,34000,1100792
KH,CAMBODIA,88183,20795870,180962,41279730
CA,CANADA,0,0,0,16
CN,CHINA,133,20228,282,42984
DK,DENMARK,100,15171,166,25285
DE,GERMANY,0,0,133,20260
HK,HONG KONG,167,13500,429,43245
IN,INDIA,0,0,32000,1280846
IR,IRAN (ISLAMIC REPUBLIC OF),0,0,11800,577240
JP,JAPAN,1,1081,438,58797
KE,KENYA,0,0,45000,3157540
KR,"KOREA,REPUBLIC OF",0,0,107,15896
MY,MALAYSIA,1000,148883,3000,443862
MM,MYANMAR,0,0,780,13320
NG,NIGERIA,0,0,30150,2110038
PH,PHILIPPINES,0,0,3,41640
SC,SEYCHELLES,0,96,0,96
SG,SINGAPORE,3109,207600,10255,761940
LK,SRI LANKA,3000,178148,34762,2114409
TW,"TAIWAN, PROVINCE OF CHINA",66,10114,1457,33604
US,UNITED STATES,0,0,66,10114
VN,VIETNAM,0,0,3000,224879
SUM,SUM,95759,21390691,389188,53417217
