"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Dec 2017', 'Quantity')","('Dec 2017', 'FOB (Baht)')","('Jan - Dec 2017', 'Quantity')","('Jan - Dec 2017', 'FOB (Baht)')"
CN,CHINA,140006,7766878,749015,30823997
HK,HONG KONG,24000,906727,192000,7697075
IN,INDIA,100,10829,170876,7730311
ID,INDONESIA,80700,3468774,1287316,60375110
JP,JAPAN,0,0,60361,3099854
KR,"KOREA,REPUBLIC OF",0,0,4000,442355
MX,MEXICO,0,0,75000,3525382
MM,MYANMAR,0,0,61259,2400645
PK,PAKISTAN,0,0,3354,396174
PH,PHILIPPINES,0,0,16000,1223199
SG,SINGAPORE,0,0,300,12487
VN,VIETNAM,103500,4591415,990500,46120466
SUM,SUM,348306,16744623,3609981,163847055
