"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Apr 2012', 'Quantity')","('Apr 2012', 'FOB (Baht)')","('Jan - Apr 2012', 'Quantity')","('Jan - Apr 2012', 'FOB (Baht)')"
DZ,ALGERIA,0,0,71000,3551713
AO,ANGOLA,0,0,524125,25215056
AU,AUSTRALIA,223000,12006200,379025,20916874
BD,BANGLADESH,178100,8159373,1288400,51931789
BE,BELGIUM,88000,4331428,697000,33335995
BR,BRAZIL,52500,2300945,461500,18643381
KH,CAMBODIA,105020,5579892,480020,22898027
CM,CAMEROON,0,0,18000,813228
CL,CHILE,0,0,66000,3025534
CN,CHINA,9348030,421974454,70561566,2838575238
CG,CONGO,0,0,53000,2136495
CI,COTE D IVOIRE,270000,9768818,576000,21477762
CY,CYPRUS,0,0,20000,890805
DK,DENMARK,0,0,26000,1054132
DJ,DJIBOUTI,17500,891254,102700,4698752
EG,EGYPT,180000,6669540,324000,11822551
FJ,FIJI,2000,80510,7000,294102
FI,FINLAND,132000,6011409,248000,11090815
FR,FRANCE,84000,4192008,562000,26641414
PF,FRENCH POLYNESIA,9000,370530,41200,1765686
GA,GABON,36000,1383312,71600,2854060
GM,GAMBIA,0,0,18000,648118
DE,GERMANY,40800,2400175,82775,4607889
GH,GHANA,486000,18820178,1331500,49549458
GR,GREECE,48000,2333273,88000,4076845
GY,GUYANA,0,0,17500,774612
HK,HONG KONG,17500,754402,91750,3988289
IN,INDIA,936800,41965561,9112900,351103753
ID,INDONESIA,3616170,161733599,12952700,538586223
IR,IRAN (ISLAMIC REPUBLIC OF),0,0,158400,6714908
IE,IRELAND,70675,3560357,286075,13371865
IL,ISRAEL,323825,15442864,2430100,105211109
JP,JAPAN,532500,24032626,2256875,98585880
KE,KENYA,18000,691656,231300,9465918
KR,"KOREA,REPUBLIC OF",107000,4743851,107000,4743851
LA,LAO PDR,115270,6924468,472895,24908417
LV,LATVIA,40500,2067512,185900,9503926
LB,LEBANON,144000,7063126,432000,19758847
LR,LIBERIA,0,0,28400,1453737
LY,LIBYAN ARAB JAMAHIRIYA,0,0,82400,3444744
MG,MADAGASCAR,0,0,67500,3531092
MY,MALAYSIA,1271110,60575275,4775015,207701106
ML,MALI,0,0,54000,2637498
MU,MAURITIUS,91200,4728252,421325,21225545
YT,MAYOTTE,0,0,13500,692942
MZ,MOZAMBIQUE,143500,5852086,520500,23577199
MM,MYANMAR,0,0,90000,5519928
nan,NAMIBIA,0,0,35200,1633970
NL,NETHERLANDS,64000,3418355,165000,8266161
NC,NEW CALEDONIA,45700,2253522,136400,6618978
NZ,NEW ZEALAND,54500,2658697,139500,6241411
NG,NIGERIA,0,0,122500,5586728
OM,OMAN,0,0,211200,8926042
PK,PAKISTAN,52800,2481865,623975,25529626
PG,PAPUA NEW GUINEA,71000,3630172,107000,5179702
PY,PARAGUAY,0,0,216000,8485416
PE,PERU,0,0,1058000,42734534
PH,PHILIPPINES,256500,12038642,1275600,52562790
PT,PORTUGAL,110000,5667823,364000,16253496
RE,REUNION,40500,2188789,108000,5826197
RO,ROMANIA,154000,7200029,306000,14077538
RU,RUSSIAN FEDERATION,209000,9822428,565400,26682476
SL,SIERRA LEONE,36000,1333908,126000,4553853
SG,SINGAPORE,0,0,24750,1168017
SI,SLOVENIA,0,0,22000,1117506
ZA,SOUTH AFRICA,175500,7671342,1027550,43785246
LK,SRI LANKA,264600,12466560,966400,43227852
SD,SUDAN,0,0,137300,6750247
SE,SWEDEN,2750,156903,82750,4133857
TW,"TAIWAN, PROVINCE OF CHINA",0,0,150340,5752793
TZ,TANZANIA UNITED REPUBLIC OF,0,0,62200,2941748
TG,TOGO,0,0,540000,19658951
TR,TÜRKIYE,14200,751015,2406600,104534634
UA,UKRAINE,529500,27108646,1322800,63078286
AE,UNITED ARAB EMIRATES,144000,6477413,1214200,51442035
UY,URUGUAY,54000,2421345,54000,2421345
VN,VIETNAM,896500,40778967,2856150,122277240
SUM,SUM,21903050,997935355,129313261,5330465783
