"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Dec 2017', 'Quantity')","('Dec 2017', 'FOB (Baht)')","('Jan - Dec 2017', 'Quantity')","('Jan - Dec 2017', 'FOB (Baht)')"
CN,CHINA,12000,1468678,68100,4588650
HK,HONG KONG,800,163305,5825,472807
IN,INDIA,6000,610647,15425,1494872
ID,INDONESIA,13000,1785134,201975,27657712
JP,JAPAN,750,60392,8350,649875
KR,"KOREA,REPUBLIC OF",24000,2167862,24000,2167862
LA,LAO PDR,14500,641750,187500,8260125
PK,PAKISTAN,500,41501,2000,165809
PH,PHILIPPINES,8000,569634,142100,8333306
ZA,SOUTH AFRICA,0,0,6050,430707
TW,"TAIWAN, PROVINCE OF CHINA",0,0,5000,566196
US,UNITED STATES,0,0,9675,581481
VN,VIETNAM,92000,4794784,591775,32049971
SUM,SUM,171550,12303687,1267775,87419373
