"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Mar 2017', 'Quantity')","('Mar 2017', 'FOB (Baht)')","('Jan - Mar 2017', 'Quantity')","('Jan - Mar 2017', 'FOB (Baht)')"
AU,AUSTRALIA,910880,48491638,3713071,188406408
BD,BANGLADESH,99000,4645037,269300,12873279
BE,BELGIUM,0,0,237600,14980116
BT,BHUTAN,82500,3855800,313500,14804658
KH,CAMBODIA,3000,146661,3000,146661
CN,CHINA,26988520,1373005679,82685236,4256812570
DJ,DJIBOUTI,0,0,100,16041
HK,HONG KONG,149590,5410254,315337,16598224
IN,INDIA,5066975,238191010,14237075,659024213
ID,INDONESIA,6434220,310867481,16817240,814718055
IR,IRAN (ISLAMIC REPUBLIC OF),0,0,72000,5343738
IE,IRELAND,0,0,750,70703
JP,JAPAN,7182035,388067034,19541813,1051780340
KE,KENYA,0,0,33000,1023638
KR,"KOREA,REPUBLIC OF",1092315,59172348,3012610,191236147
LA,LAO PDR,500,209071,500,209071
MY,MALAYSIA,1472205,75942050,3493780,182832819
MZ,MOZAMBIQUE,0,0,300,21017
MM,MYANMAR,137375,1461322,704675,16755051
NP,NEPAL,0,0,53350,2910755
NZ,NEW ZEALAND,540665,27224120,1853505,91708879
PK,PAKISTAN,58300,2959475,178350,8934151
PG,PAPUA NEW GUINEA,125,21724,125,21724
PH,PHILIPPINES,477250,21881390,2297600,105788138
SA,SAUDI ARABIA,0,0,19200,1790925
SG,SINGAPORE,88902,4937532,477858,32308610
LK,SRI LANKA,74250,3651657,349875,17044952
TW,"TAIWAN, PROVINCE OF CHINA",1038200,51956462,2781125,141886599
TR,TÜRKIYE,8000,1471535,11000,2055261
AE,UNITED ARAB EMIRATES,0,0,3000,481239
US,UNITED STATES,19806,1208070,39809,2437948
VN,VIETNAM,1010400,68364579,3136890,204882097
SUM,SUM,52935013,2693141929,156652574,8039904027
