"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Apr 2018', 'Quantity')","('Apr 2018', 'FOB (Baht)')","('Jan - Apr 2018', 'Quantity')","('Jan - Apr 2018', 'FOB (Baht)')"
AU,AUSTRALIA,11000,1006055,55000,5045955
CN,CHINA,27900,2443913,594373,24279731
CI,COTE D IVOIRE,0,0,178500,6565569
HK,HONG KONG,0,0,136000,5374509
IN,INDIA,0,0,200,19597
ID,INDONESIA,16000,833965,278000,12605891
JP,JAPAN,0,0,31600,1639983
KR,"KOREA,REPUBLIC OF",2000,208489,3000,314956
MX,MEXICO,15000,675705,60000,2726905
PK,PAKISTAN,0,0,375,61368
VN,VIETNAM,62200,2323870,198200,8216689
SUM,SUM,134100,7491997,1535248,66851153
