"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('May 2018', 'Quantity')","('May 2018', 'FOB (Baht)')","('Jan - May 2018', 'Quantity')","('Jan - May 2018', 'FOB (Baht)')"
AU,AUSTRALIA,688220,32997059,4265020,199122280
BD,BANGLADESH,140750,5550520,1506950,59972669
BE,BELGIUM,425600,20016267,1755450,95862014
BT,BHUTAN,49500,1817062,148500,5471114
CN,CHINA,32995300,1535560389,142086860,6588349215
DJ,DJIBOUTI,15500,632481,15500,632481
DE,GERMANY,0,0,117000,6448239
HK,HONG KONG,61050,4341730,305000,18827023
IN,INDIA,4226525,178211368,23592625,985916285
ID,INDONESIA,4000215,166737865,24563495,1043492840
IT,ITALY,0,0,11000,613665
JP,JAPAN,5848475,267506249,30596450,1484807935
KZ,KAZAKHSTAN,0,0,31000,1285547
KR,"KOREA,REPUBLIC OF",1339450,70148285,4097470,224072312
MY,MALAYSIA,1315140,59971105,5776387,260325054
MM,MYANMAR,82500,2672680,404250,14049759
NP,NEPAL,74250,2725593,371250,13865391
NZ,NEW ZEALAND,612470,28276639,2406765,112940748
NG,NIGERIA,49500,1964229,49500,1964229
PK,PAKISTAN,171000,7045170,818725,34915190
PH,PHILIPPINES,849750,33507874,4950125,200135169
RE,REUNION,3500,150213,3500,150213
SG,SINGAPORE,421000,26583139,1192275,72187178
LK,SRI LANKA,134750,5550470,671000,28255646
TW,"TAIWAN, PROVINCE OF CHINA",889900,43086799,3651750,172545875
US,UNITED STATES,92000,7663879,258500,22259015
VN,VIETNAM,710150,40736682,3830550,211513681
SUM,SUM,55196495,2543453747,257476897,11859980767
