"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Feb 2022', 'Quantity')","('Feb 2022', 'FOB (Baht)')","('Jan - Feb 2022', 'Quantity')","('Jan - Feb 2022', 'FOB (Baht)')"
AU,AUSTRALIA,778310,38395209,1279360,64156208
BD,BANGLADESH,102000,4875768,321500,15657347
BE,BELGIUM,121500,7745506,121500,7745506
CN,CHINA,48198975,2822707496,89611075,5170919313
FJ,FIJI,31000,1404228,37000,1694102
HK,HONG KONG,19800,1899233,19800,1899233
IN,INDIA,2403050,140989600,4435860,266913775
ID,INDONESIA,7120765,339891201,14519395,706125414
JP,JAPAN,5382000,278831855,11962250,654276376
KR,"KOREA,REPUBLIC OF",577800,43422626,1316800,98827057
MY,MALAYSIA,1770400,88472251,3856100,186164846
MM,MYANMAR,160800,7643586,481800,21002922
NZ,NEW ZEALAND,321600,16540357,678100,34908273
PK,PAKISTAN,109000,6439055,109000,6439055
PH,PHILIPPINES,1290900,58360894,1855400,84779321
RU,RUSSIAN FEDERATION,6500,302969,37500,1697361
SG,SINGAPORE,25500,1689570,195300,13963601
ES,SPAIN,50,2201,50,2201
LK,SRI LANKA,37500,1812992,37500,1812992
TW,"TAIWAN, PROVINCE OF CHINA",622800,34780015,1258200,67517660
TR,TÜRKIYE,1001000,44028681,1001000,44028681
US,UNITED STATES,0,0,1500,155065
VN,VIETNAM,3135000,179086814,4626040,261640495
SUM,SUM,73216250,4119322107,137762030,7712326804
