"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jun 2013', 'Quantity')","('Jun 2013', 'FOB (Baht)')","('Jan - Jun 2013', 'Quantity')","('Jan - Jun 2013', 'FOB (Baht)')"
KH,CAMBODIA,120000,5268580,915000,39567959
CN,CHINA,3000,144683,167610,7671206
CZ,CZECH REPUBLIC,0,0,10400,839969
IN,INDIA,0,0,19000,480931
ID,INDONESIA,17000,857802,51000,2574835
JP,JAPAN,454,1341,1754,74867
KR,"KOREA,REPUBLIC OF",0,0,125,7467
SG,SINGAPORE,0,0,300,47
SUM,SUM,140454,6272406,1165189,51217281
