"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Aug 2019', 'Quantity')","('Aug 2019', 'FOB (Baht)')","('Jan - Aug 2019', 'Quantity')","('Jan - Aug 2019', 'FOB (Baht)')"
AU,AUSTRALIA,0,0,69,43183
BN,BRUNEI DARUSSALAM,0,0,60,5283
KH,CAMBODIA,20,7000,1386,407880
CN,CHINA,403,4800,570424,12681879
DE,GERMANY,0,0,44,5608
IN,INDIA,96000,3516404,885000,35121784
ID,INDONESIA,28,43181,792,662725
IT,ITALY,0,0,74,10114
JP,JAPAN,0,0,196,44425
KR,"KOREA,REPUBLIC OF",37,5057,351,25480
LA,LAO PDR,5343,557118,98959,7720326
MY,MALAYSIA,0,0,0,327
MM,MYANMAR,0,0,256,106000
NG,NIGERIA,15000,757187,15000,757187
NO,NORWAY,0,0,37,5057
SG,SINGAPORE,0,0,3122,209371
ZA,SOUTH AFRICA,0,0,52,14953
LK,SRI LANKA,0,0,9000,445445
TZ,TANZANIA UNITED REPUBLIC OF,0,0,10000,510406
VN,VIETNAM,1674,208411,1674,208411
SUM,SUM,118505,5099158,1596496,58985844
