"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Mar 2021', 'Quantity')","('Mar 2021', 'FOB (Baht)')","('Jan - Mar 2021', 'Quantity')","('Jan - Mar 2021', 'FOB (Baht)')"
CN,CHINA,500,92024,7100,6036925
HK,HONG KONG,0,0,3000,168059
IN,INDIA,0,0,11000,1093523
ID,INDONESIA,10600,1236688,26700,3069306
KR,"KOREA,REPUBLIC OF",31000,3307952,50000,5597826
LA,LAO PDR,11000,444000,11000,444000
PK,PAKISTAN,850,39641,11050,596664
PH,PHILIPPINES,46000,2398921,81675,4460394
SG,SINGAPORE,5000,618612,5000,618612
US,UNITED STATES,0,0,9800,521331
VN,VIETNAM,10000,448248,138000,6935038
SUM,SUM,114950,8586086,354325,29541678
