"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Sept 2019', 'Quantity')","('Sept 2019', 'FOB (Baht)')","('Jan - Sept 2019', 'Quantity')","('Jan - Sept 2019', 'FOB (Baht)')"
AU,AUSTRALIA,15000,685420,45000,2112319
BD,BANGLADESH,0,0,1292000,60090919
BE,BELGIUM,0,0,300,1018966
KH,CAMBODIA,0,0,1320,132640
CN,CHINA,6065500,277365376,72261808,3472336879
HK,HONG KONG,1,306,1,306
IN,INDIA,3680000,165702591,13275500,617640858
ID,INDONESIA,67000,3034799,1121394,53377664
JP,JAPAN,2,219,24252,1411516
LA,LAO PDR,0,0,20,43098
MY,MALAYSIA,1000,51349,82258,4910210
MM,MYANMAR,0,0,14020,899446
PK,PAKISTAN,32500,1508688,193500,9167634
PH,PHILIPPINES,1500,96060,24755,1790196
SC,SEYCHELLES,0,0,1600,198000
SG,SINGAPORE,200,7580,15620,781580
LK,SRI LANKA,0,0,17000,789737
TW,"TAIWAN, PROVINCE OF CHINA",0,0,69000,3366813
AE,UNITED ARAB EMIRATES,24000,1070585,24150,1146001
US,UNITED STATES,49000,2297266,162000,7837890
VN,VIETNAM,156728,7507951,792090,38487548
SUM,SUM,10092431,459328190,89417588,4277540220
