"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('May 2021', 'Quantity')","('May 2021', 'FOB (Baht)')","('Jan - May 2021', 'Quantity')","('Jan - May 2021', 'FOB (Baht)')"
AU,AUSTRALIA,15015,1227770,15015,1227770
BD,BANGLADESH,0,0,17000,1424760
CN,CHINA,10371000,867163550,40685025,2939816582
DE,GERMANY,0,0,75,6412
IN,INDIA,1161000,95367068,5674000,401202056
ID,INDONESIA,35000,2815979,257075,18782747
JP,JAPAN,0,0,12000,1122567
LA,LAO PDR,340,77708,820,146937
MY,MALAYSIA,504025,43109151,817617,66883433
PK,PAKISTAN,19000,1613628,59500,4301179
PH,PHILIPPINES,0,0,43925,4310401
SA,SAUDI ARABIA,0,0,24000,1645753
SG,SINGAPORE,12200,1051466,24400,1905701
US,UNITED STATES,19000,1413778,56000,3887684
VN,VIETNAM,343000,29321783,588200,47371522
SUM,SUM,12479580,1043161881,48274652,3494035504
