"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jul 2020', 'Quantity')","('Jul 2020', 'FOB (Baht)')","('Jan - Jul 2020', 'Quantity')","('Jan - Jul 2020', 'FOB (Baht)')"
AR,ARGENTINA,700,44609,177300,11292920
AU,AUSTRALIA,2000,97311,99204,3923133
BD,BANGLADESH,178000,5480849,2054000,64551172
BR,BRAZIL,105500,4227410,469300,22790679
KH,CAMBODIA,390200,11714766,1550713,49044623
CM,CAMEROON,0,0,171000,4382386
CA,CANADA,0,0,750,19177
CN,CHINA,4209274,65151685,39907496,650922964
CG,CONGO,0,0,500250,14439230
CI,COTE D IVOIRE,0,0,97000,2962299
DJ,DJIBOUTI,0,0,1025000,17391403
FJ,FIJI,0,0,16000,404720
PF,FRENCH POLYNESIA,30000,868583,90000,2741546
DE,GERMANY,2600,80082,9174,470426
GH,GHANA,42250,835195,107250,2163881
GT,GUATEMALA,0,0,75750,1993224
GN,GUINEA,0,0,500250,11979032
HK,HONG KONG,240700,7383873,509049,17020986
IN,INDIA,110122,5034261,2901319,108992002
ID,INDONESIA,3358450,103621844,27358380,823681574
JP,JAPAN,406682,12287311,5653428,174987395
KE,KENYA,0,0,68000,1391830
KR,"KOREA,REPUBLIC OF",4725,92617,11427,329097
LA,LAO PDR,94025,2960582,318135,10890251
MG,MADAGASCAR,0,0,17250,447729
MY,MALAYSIA,552108,18167470,3038549,102285324
MU,MAURITIUS,0,0,74000,2328737
MZ,MOZAMBIQUE,0,0,136000,3557118
MM,MYANMAR,87500,3075961,683350,21782050
NZ,NEW ZEALAND,0,0,15000,460152
NG,NIGERIA,0,0,345000,10035004
PK,PAKISTAN,12120,744544,801390,23703313
PH,PHILIPPINES,764521,24137577,5464542,179958069
PL,POLAND,0,0,735360,14915389
QA,QATAR,25500,1039678,57000,1923530
RO,ROMANIA,0,0,36000,2265678
SG,SINGAPORE,85000,2730116,544608,17482792
SI,SLOVENIA,92390,2616027,692420,19461866
ZA,SOUTH AFRICA,0,0,187675,11436200
LK,SRI LANKA,111575,5854022,262595,14393502
CH,SWITZERLAND,25,40,52,81
TW,"TAIWAN, PROVINCE OF CHINA",5,282,9956,949882
TZ,TANZANIA UNITED REPUBLIC OF,52000,995484,419250,8431611
TG,TOGO,0,0,32500,719129
TR,TÜRKIYE,0,0,50,1682
GB,UNITED KINGDOM,0,0,24940,694824
US,UNITED STATES,100,11874,378978,46766696
VN,VIETNAM,295225,11082672,3780219,134893187
ZM,ZAMBIA,0,0,128000,2802564
SUM,SUM,11253297,290336725,101534859,2620462059
