"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('May 2013', 'Quantity')","('May 2013', 'FOB (Baht)')","('Jan - May 2013', 'Quantity')","('Jan - May 2013', 'FOB (Baht)')"
CN,CHINA,7000,442258,15650,988366
FR,FRANCE,0,0,2,59
HK,HONG KONG,100,5991,100,5991
ID,INDONESIA,16000,1173724,249150,17020097
JP,JAPAN,150,16989,13280,1032386
KR,"KOREA,REPUBLIC OF",0,0,1100,91460
MY,MALAYSIA,28000,1789577,182100,11779232
SG,SINGAPORE,0,0,1,102
ZA,SOUTH AFRICA,15000,898783,36000,2639041
TW,"TAIWAN, PROVINCE OF CHINA",900,84322,2350,145593
US,UNITED STATES,0,0,4,118
VN,VIETNAM,0,0,400,69410
SUM,SUM,67150,4411644,500137,33771855
