"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jun 2019', 'Quantity')","('Jun 2019', 'FOB (Baht)')","('Jan - Jun 2019', 'Quantity')","('Jan - Jun 2019', 'FOB (Baht)')"
CN,CHINA,0,0,52000,410479
IN,INDIA,10000,1200075,47000,5627365
JP,JAPAN,0,0,1267,738250
MY,MALAYSIA,0,0,340,40259
MM,MYANMAR,6600,134000,18200,294000
SUM,SUM,16600,1334075,118807,7110353
