"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Aug 2015', 'Quantity')","('Aug 2015', 'FOB (Baht)')","('Jan - Aug 2015', 'Quantity')","('Jan - Aug 2015', 'FOB (Baht)')"
AU,AUSTRALIA,0,0,5000,437529
BD,BANGLADESH,32000,1094533,32000,1094533
CN,CHINA,0,0,1606694,88444982
IN,INDIA,0,0,91980,5040487
ID,INDONESIA,4000,420355,48725,4329636
JP,JAPAN,0,0,50225,3894485
KE,KENYA,16000,580786,52000,1813595
KR,"KOREA,REPUBLIC OF",125,13400,125,13400
MY,MALAYSIA,4,85,18756,1693203
MM,MYANMAR,0,0,3350,206038
NZ,NEW ZEALAND,0,0,20625,1469970
PK,PAKISTAN,0,0,16000,612174
SG,SINGAPORE,0,0,6000,416548
LK,SRI LANKA,100,25653,111,25685
TW,"TAIWAN, PROVINCE OF CHINA",0,0,14275,543868
VN,VIETNAM,0,0,12350,1037928
SUM,SUM,52229,2134812,1978216,111074061
