"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jul 2022', 'Quantity')","('Jul 2022', 'FOB (Baht)')","('Jan - Jul 2022', 'Quantity')","('Jan - Jul 2022', 'FOB (Baht)')"
AU,AUSTRALIA,0,0,64000,2755851
BH,BAHRAIN,0,0,38700,1015297
CA,CANADA,0,0,16000,685937
CN,CHINA,2100,143672,2100,143672
IN,INDIA,0,0,445500,20305024
ID,INDONESIA,0,0,445500,21077996
IL,ISRAEL,1200,69973,1200,69973
JP,JAPAN,2250,120604,2250,120604
MY,MALAYSIA,0,0,25750,1087871
MM,MYANMAR,0,0,61440,2236185
ZA,SOUTH AFRICA,0,0,49300,2573160
US,UNITED STATES,7000,478908,7000,478908
VN,VIETNAM,0,0,50,2112
SUM,SUM,12550,813157,1158790,52552590
