"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Feb 2016', 'Quantity')","('Feb 2016', 'FOB (Baht)')","('Jan - Feb 2016', 'Quantity')","('Jan - Feb 2016', 'FOB (Baht)')"
AU,AUSTRALIA,70250,3618030,70250,3618030
BD,BANGLADESH,221000,10881457,578000,28442096
CN,CHINA,7398250,351400653,12004250,580127036
IN,INDIA,947000,45954827,3273000,158426695
ID,INDONESIA,25000,1218731,99000,5050847
LA,LAO PDR,3,18029,55,103864
MY,MALAYSIA,17250,878051,17250,878051
PH,PHILIPPINES,34000,1699384,34875,1805845
SA,SAUDI ARABIA,0,0,24000,1265538
LK,SRI LANKA,51000,2566358,51000,2566358
TW,"TAIWAN, PROVINCE OF CHINA",24000,1159325,24000,1159325
US,UNITED STATES,38000,1997496,95000,5118128
VN,VIETNAM,68000,3395392,83000,4222348
SUM,SUM,8893753,424787733,16353680,792784161
